,hard_text,profession,gender,id
857,"He is currently practising at Rama Super Speciality Dental Hospital-Ramanthapur in Ramanthapur, Hyderabad. Book an appointment online with Dr. Sridhar Reddy on Lybrate.com.",dentist,M,857
858,"Ms. Garcia practices medicine in Madera, CA and 1 other location and specializes in Family Medicine and General Practice. Ms. Garcia is affiliated with Madera Community Hospital. Ms. Garcia speaks English and Spanish.",physician,F,858
859,"It’s worth making time for this inspiring collection of rare prints in tribute to the influential artist, who is most notable for his 1989 nude image – Stephanie, Cindy, Christy, Tatjana, Naomi, Hollywood – which stars the world’s biggest supermodels of the time.",photographer,M,859
860,She provides evidence-based individual and group psychotherapy through cognitive behavioral and dialectical behavior treatment approaches. She also has particular expertise in emotion focused therapy within the existential-humanistic tradition.,psychologist,F,860
861,She is a PI and UCD Conway Fellow and is one of a triumvirate of co-directors of the Cancer Biology and Therapeutics laboratory at the UCD Conway Institute (www.cbtlab.ie).,professor,F,861
862,"With over 25 years of Orthopaedic experience, he has graduated from Baroda Medical College, and also went on to complete his postgraduation from the same institute. He has completed his ATLS (Advanced",surgeon,M,862
863,"Her areas of interest are cultural studies, translation criticism, literary translation, and the translation of children's literature. She has translated some Turkish poets and short story writers into English. She has written more than 30 articles for translation studies journals and presented papers at national and international congresses on translation studies. She published a book on medical translation, and is currently writing a book on the translation of children's literature.",professor,F,863
864,"His career started as a prosecuting attorney in Wayne County. As a prosecutor, he was privileged to be specially selected to be a member of PROB, the elite unit within the prosecutor's office dedicated to investigating and prosecuting many of Detroit and Wayne County's most high-profile and complex criminal cases.",attorney,M,864
865,"Mrs. Hallman was a recipient of a training course grant where she spent a week in Silverthorne, Colorado, learning how to improve her skills in the classroom.",teacher,F,865
866,"He is 71 years old and has been practicing for 45 years. Dr. Seider is affiliated with Memorial Hospital West, Memorial Regional Hospital and Memorial Hospital Pembroke.",dentist,M,866
867,"He is a regular contributor to Outdoor Life, Field & Stream, American Hunter, Bowhunting World, Sporting Classics and many other hunting and fishing industry publications. His work is regularly featured in ads for Remington, Cabela's, Leupold, Bushnell, Nikon, North American Hunter, Federal Cartridge, Mathews Archery and others. Corporate clients include BASF, Rockwell, FEDEX, Meredith Publishing.",photographer,M,867
868,"Her education, research, and training has centered around adolescents and adults with mental health issues who are either at risk for, or are currently involved in the legal system. She serves dual roles at Mid-Hudson, administratively managing a clinical team and a unit of adult male inpatients, and providing direct services that include individual and group therapy, and conducting risk assessments. Presently she is involved in establishing a unit that specializes in the treatment of individuals who have engaged in sexual offending behavior and have accepted a 330.20 plea; the unit is unique to OMH. She enjoys the challenges of program implementation and evaluation and believes that there are a number of external factors that can scaffold treatment success.",psychologist,F,868
869,"He received his MA and Ph.D. from the Annenberg School for Communication at the University of Pennsylvania and his BA is from the University of San Francisco. Gudelunas researches and teaches in the areas of critical and cultural studies; gender, sexuality and communication; media history; digital media and communication industries. He is the author of “Confidential to America: Newspaper Advice Columns and Sexual Education” from Transaction Publishers (2008) and is widely published in the areas of popular communication, new media as well as the intersections of sexuality and communication.",professor,M,869
870,"She graduated with honors from Ohio State University College Of Medicine in 2009. Having more than 7 years of diverse experiences, especially in NURSE PRACTITIONER, Emily N Walker affiliates with many hospitals including Ohiohealth O'bleness Hospital, Holzer Medical Center, and cooperates with other doctors and specialists in medical group Hopewell Health Centers Inc. Call Emily N Walker on phone number (740) 592-3091 for more information and advises or to book an appointment.",nurse,F,870
871,"He is the author of The Method is the Message: Rethinking McLuhan Through Critical Theory. He worked as a reporter for a daily newspaper in Missouri, and as a copy and feature editor for a daily newspaper in Maine.",professor,M,871
872,"She took third place (2nd Runner-Up) at the Miss Universe-2014 beauty contest. Diana was born on July 5, 1994. Prior to her participation in Miss Ukraine-Universe and Miss Universe, she won many other beauty contests. Diana loves evening jogging, as well as dancing and swimming. She opposes plastic surgery. Diana has no bad habits and doesn’t stick to healthy diets, preferring Ukrainian, Japanese, and Italian cuisine. Diana dreams of becoming a lawyer in the future.",model,F,872
873,"She graduated with honors from Fordham University School Of Medicine in 1989. Having more than 28 years of diverse experiences, especially in CLINICAL PSYCHOLOGIST, Elissa K Koplik affiliates with no hospital, and cooperates with other doctors and specialists in medical group Elissa Koplik LLC. Call Elissa K Koplik on phone number (732) 246-4446 for more information and advises or to book an appointment.",psychologist,F,873
874,"He is coauthor of William Blake and the Digital Humanities: Collaboration, Creativity, and Social Media, forthcoming from Routledge at the end of 2012. He graduated in 2008 with a Ph.D. in English at the University of Florida and held a Brittain Fellowship at the Georgia Institute of Technology and an Andrew W. Mellon Fellow at Emory University's Digital Scholarship Commons (DiSC).",professor,M,874
875,"Before moving back to Wyoming, Karen served for three years in the Reagan Administration, U.S. Department of the Interior, as a Special Assistant to the Assistant Secretary for Land and Minerals Management. She later served as a law clerk to the Assistant Solicitor for Water and Power. Karen has also worked as an attorney at Mountain States Legal Foundation, a conservative public interest legal foundation located in Denver, Colorado. In addition to representing local governments and private citizens, Karen currently serves as legal counsel to the Arizona\New Mexico Coalition of Counties for Stable Economic Growth. Karen grew up as a fifth generation rancher on a family-owned ranch in Big Piney, Wyoming. She received her undergraduate degrees and her law degree in 1987 from the University of Wyoming.",attorney,F,875
876,"His work aims to capture expressions of unique honesty and humanity within the people he meets; fostering connection, bravery and vulnerability in his pictures.",photographer,M,876
877,"She is currently on sabbatical, working furiously to complete the first draft of her first novel about a young woman in a small Greek village during the 50s, 60s, and 70s whose life, heavily influenced by patriarchal forces, the politics of the times, and fate, frays into three distinct paths. She is of Greek and Irish descent and lives with her husband, her two almost adult children and a cat that thinks she is theirs.",teacher,F,877
878,"Before she found her passion for filmmaking, she worked as a coordinator for art and culture projects in Beijing, a position which enabled her to be involved in the organization of a documentary film festival as well as the production of a feature film. These worthy experiences sparked her interest in exploring narrative documentary with an high level of an own aesthetic style. Since 2009 she has produced several short documentaries and multimedia stories. “Coming and Going” is her feature-length directorial debut. Awards + Festivals",filmmaker,F,878
879,"Christina has her LL.M. in Taxation and focuses her practice on tax controversy and tax collection. Christina’s practice also includes complex civil litigation, and business and tax planning. Christina is Chair of the Taxation Section. cortega@youngman.com | (925) 930-6000 | http:// youngman.com/attorney_cortega. html",attorney,F,879
880,"Since both he and his wife suffer from a mild form of this condition, he has been inspired to do extensive research in order to help others with this affliction.",physician,M,880
881,"He is known as an expert on idea futures and markets, and he was involved in the creation of the Foresight Institute’s Foresight Exchange and DARPA’s FutureMAP project. He invented market scoring rules like LMSR (Logarithmic Market Scoring Rule) used by prediction markets such as Consensus Point (where Hanson is Chief Scientist, and has conducted research on signalling.",professor,M,881
882,"Mr. Jacoshenk practices medicine in Portland, OR and specializes in Orthopaedic Surgery and Orthopaedic Sports Medicine. Mr. Jacoshenk is affiliated with Legacy Good Samaritan Medical Center and Providence Portland Medical Center.",physician,M,882
883,"Jason has degrees from Davidson College, the University of Cambridge, and the University of Notre Dame Law School. Prior to law school, Jason lived in Tokyo, Japan, working as Deputy Press Secretary to Nobuteru Ishihara, Member of the Japanese House of Representatives and Japan's Minister of State for Administrative and Regulatory Reform. Before joining Stoel Rives, he clerked for Judge Susan H. Black on the U.S. Court of Appeals for the Eleventh Circuit. (http://www.stoel.com/showbio.aspx?Show=2132)",attorney,M,883
884,"His work focuses on critical fashion and luxury studies. A study of the fashioning of working-class and aristocratic monsters in The Walking Dead and Hannibal, entitled “Slasher Consciousness: Class, Killer Clothes and Heterogeneity” will be published in Fashion and Horror (Bloomsbury) in 2018. “Mo’ Money Mo’ Problems. Hip Hop and Luxury’s Uneasy Alliance,” a diachronic analysis of luxury tropes in three hip-hop tracks, will be published in the Oxford University Press Hip Hop Handbook in 2017. He has also published works on the codes of luxury in 19th century transvestism, and dress and poverty in the 19th-century popular novel. He is currently working on a long-form study of luxury and fashion in hip-hop culture.",professor,M,884
885,"After completing an Agricultural Eng. and a Master degree at his home university in Brazil, Joao completed his PhD and Post-doctoral studies at UBC studying how to successfully manage calves in group housing and on high milk allowances.",professor,M,885
886,"He worked as an Associate Professor at University of North Texas, USA. Dr. Cheng received his PhD from Purdue University, USA. He holds four Patents and Invention Disclosures under his name. Dr. Cheng was honored with numerous awards which includes Scholars Day Prize, Science and Technology Advancement Award, Outstanding Paper Award etc. His current research projects were funded by Virginia Tech - Institute for Critical Technology and Applied Science (ICTAS), NSF CBET, NSF ECCS etc. Dr. Cheng served as the Principal Investigator of several research projects funded by DOE, NASA, DARPA and NSF respectively with a total funding exceeding $3.4 million. He has extensive experience in thermal-fluid sciences, renewable energy, micro/nano-fluidics, optofluidics, multiphase fluid flow, nano-fabrications and CFD numerical simulation.",professor,M,886
887,"Mia is Filipino but lived half her life in America, and she speaks Tagalog as well. Mia loves to dance, pose for the camera, beatbox and she is also very athletic. Most of all she loves to travel, which she has done quite a bit until now.",model,F,887
888,"Professor Counts is an Associate Director of the Athienou Archaeological Project at the site of Athienou-Malloura in Cyprus where he has been excavating for the last decade. His research and publications focus on Cypriote sculpture and its associated iconography, as well as the history of religious cult in Cyprus and the eastern Mediterranean. In 2001 he was awarded a Senior Research Fellowship from the National Endowment for the Humanities (Nicosia, Cyprus). Professor Counts currently serves as President of the Milwaukee Society of the AIA.",professor,M,888
889,The two photos of this author included in the story are gifts from Alicia. She has published a book of her picturesque photography in the book Scribble Shots and is currently working on her second book for West Bow Press.,photographer,F,889
890,"He has experience in dealing with patent legal cases, as well as with commercial contracts. John has represented Bioo Scientific, Origen Biomedical and various other healthcare corporations. Apart from graduating with honors from the UC Davis School of Law, John also holds a PhD, B.S. and an M.S. John founded his own law office in 2013. Prior to this position, he gained experience while working for two large corporations.",attorney,M,890
891,"She is board certified in Clinical Neuropsychology (American Board of Professional Psychology). She specializes in the clinical evaluation of adults with neurobehavioral disorders, epilepsy, hydrocephalus, and head trauma and conducts intracarotid sodium amobarbital testing. Her research interests involve predictors of neurobehavioral outcome after temporal lobectomy, and functional MRI of language and memory in epilepsy surgery candidates. She has published in these areas and received a Junior Investigator Award from the Epilepsy Foundation of America.",professor,F,891
892,"She graduated with honors in 2013. Having more than 3 years of diverse experiences, especially in NURSE PRACTITIONER, Elizabeth A Falicon affiliates with many hospitals including New London Hospital, Mary Hitchcock Memorial Hospital, Concord Hospital, and cooperates with other doctors and specialists in medical group Life Long Care Of New London Pllc. Call Elizabeth A Falicon on phone number (603) 526-4144 for more information and advises or to book an appointment.",nurse,F,892
893,"The artist arranges her studio with things that speak of Harris’s interests, and then inserts her into the set after only two sittings. She borrows the pose from Manet’s “Olympia”.",model,F,893
894,"He noted that inflammation is a key risk factor for pancreatic cancer, and chronic inflammation is common in people with diabetes. ""Most likely, the diabetes linkage to pancreatic cancer has a common denominator -- the presence of chronic inflammation in the pancreas,"" he explained.",physician,M,894
895,She holds a doctorate in Environmental Studies from Antioch New England Graduate School and currently teaches at Keene State College in New Hampshire and Hampshire College in Massachusetts.,journalist,F,895
896,"He received his Ph.D. in medical biochemistry in Johannesburg, South Africa, carried out post-doctoral studies in Hematology at Tufts University, and studied molecular and cellular neuroscience at the Howard Hughes Medical Institute, Duke University. Dr. Lambert was a faculty member in the Cell Biology department at the University of Massachusetts Medical School for ten years before moving to UCF in 2006. He joined the College of Medicine in August 2008.",professor,M,896
897,She holds a B.S. in Psychology from the University of Florida as well as a Master’s of Physician Assistant Studies from the University of Florida College of Medicine.,physician,F,897
898,"His new solo show ""Wet Geometry,"" which recently opened in The Shooting Gallery in San Francisco, combines a few different geek favourites in one glorious package: riffing on the idea of ""pixel art"" to re-imagine iconic characters from games and TV shows. It's a nifty combination of old and new.",painter,M,898
899,"He is an international British freelance journalist who was formerly a reporter with a London (United Kingdom) newspaper and has been a frequent contributor to UCB UK, a British Christian radio station. He has reported for ANS from Jamaica, Mexico, Nicaragua, Israel, Jordan, China and Russia. Michael is a member in good standing of the National Writers Union, Society of Professional Journalists, Religion Newswriters Association, Evangelical Press Association and International Press Association. Publication date: January 2, 2013",journalist,M,899
900,"His previous series, Daily Pilgrims, was a series of 'portraits' in which the subject is blurred and the background in focus (the series is currently on show at the Museu da Imagem in Braga, Portugal). In his latest ongoing series, Uncanny Places, Ferreira has experimented with a new technique involving two exposures of the same subject in quick succession (no digitalism involved, medium format film only). His aim ""is to create a notion of continuity between “there” and “here”, where two points in time overlap in the same place."" The images are unsettling and he certainly achieves the ""strangeness"" he is aiming for. Ferreira is a conceptual photographer and, while his ideas do not always execute perfectly, there are some interesting photographic adventures to be had in his world.",photographer,M,900
901,"Has worked in Hamilton Associates in London and since 2005 lives and works in Athens. He is mainly designing and building residential projects that aim towards the integration of simple sustainable measurements with progressive architectural elements. www.gavalasarchitects.gr The site of the project is Plateia Klonaridi, one of the sites suggested by the City of Athens. See here. The brief of the workshop will be posted shortly.",architect,M,901
902,"She specializes in revenue cycle management and provider reimbursement. Katie also scrutinizes medical expenses for efficiency and cost reduction opportunities. As founder of FinanSynergy®, Katie wants to partner with independent health care providers to make the most of their bottom line.",accountant,F,902
903,"She is currently the programme director of the BSc in Business Administration and Sociology, where she also teaches, among other things, the master’s course in Marketing Communication. Her research has been published in journals like Media, Culture and Society, International Journal of Strategic Communication, Communication Theory, and Journal of Organizational Change Management.",professor,F,903
904,"A weathered house, or a newly bloomed flower capture her eye and end up forever on the canvas and paper. She was born to missionary parents in Sierra Leone, West Africa where they encouraged hard work and persistence to achieve fine work. It has paid off as Sarah's work has been well received in many shows though out Indiana. She has won awards in the Hoosier Salon as early as 1992. She currently divides her time painting and teaching private lessons and classes in her home to children and adults alike. Life is like a painting in the artists studio growing more textured, defined and beautiful as time passes--no matter what the subject.",painter,F,904
905,He is especially hard on Travis. He expects great things from his descendents and high expectations and can be horrid if these expectations are not met.,teacher,M,905
906,"His research is located at the intersection of ethics, cognitive science, and Chinese philosophy. He is currently working on a book-length treatment of the moral psychology of Confucius and its relevance for contemporary normative ethics. He spent the fall of 2006 as a Visiting Scholar at the Research Centre for Chinese Philosophy and Culture at the Chinese University of Hong Kong. Sarkissian holds a BA in Philosophy and a Masters in East Asian Studies from the University of Toronto, and a PhD in Philosophy from Duke University. He resides in Brooklyn.",professor,M,906
907,"In his professional career he has acquired various trainings on different themes like agriculture, Climate Change, Social Mobilization, Proposal/report writing, logical Framework Approach, presentation and communication Skills under the capacity building program of LASOONA.",architect,M,907
908,"He has been teaching at RISD since 2001 and was project director for RISD's 2005 Solar Decathlon entry. He has initiated a pilot project with the Department of Engineering at Brown University to conduct research into new forms of thermal electric systems. Knowles has taught at the Parsons School of Design, Cornell University, and Columbia University. He is also a practicing architect and passive house consultant in New York City, where he is a partner at Briggs Knowles Studio. The work of the firm has been published in several venues, including the New York Times and Dwell magazine. He is currently overseeing the design and construction of two net-zero homes in New England. His degrees, a Bachelor of Architecture and Bachelor of Fine Arts, are from RISD.",professor,M,908
909,The Lord has given Mary a strong desire to see women find their identity in Christ and to develop their gifts and abilities for proper use in the local church.,pastor,F,909
910,"She is from Bethesda, Maryland . She earned her doctorate with honors from Palmer College of Chiropractic, Florida Campus and holds a B.S. in Marketing and Economics from Lehigh University in Pennsylvania. Dr. Doman has worked with a variety of athletes including nearly 100 NFL players. She is the President of the Dade County Chiropractic Society. Dr. Doman lectures at health clubs in South Florida on injury prevention and teaches anatomy in 200 hour yoga teacher training programs.",physician,F,910
911,"He has successfully represented hundreds of individuals and numerous corporations in a wide variety of litigation in both federal and state courts. Mic obtained the largest recovery awarded against the FAA in an employment matter, co-counseled on a $1.6 million jury verdict in a condemnation trial, and, in 2005, obtained the largest verdict in the State of Minnesota for a workers� compensation retaliation case. Mic is a member of the Million Dollar Advocates Forum, comprised of attorneys who have obtained settlements and trial verdicts in excess of $1 million, and was named a Top 40 Attorney in Employment Law. Mic graduated, magna cum laude, from William Mitchell College of Law. Sam Richter",attorney,M,911
912,"His research interests are in artificial intelligence, machine learning and data mining. He received a PhD in Information and Computer Science from the University of California at Irvine, and is the author or co-author of over 100 technical publications. He is associate editor of JAIR, a member of the editorial board of the Machine Learning journal, and a co-founder of the International Machine Learning Society. He was program co-chair of KDD-2003, and has served on numerous program committees. He has received several awards, including a Sloan Fellowship, an NSF CAREER Award, a Fulbright Scholarship, an IBM Faculty Award, and best paper awards at KDD-98 and KDD-99.",professor,M,912
913,She is currently working on a book manuscript that examines how literacy teaching shapes and defines citizenship. This project interrogates the connection between education and citizenship through an archival study of literacy and citizenship training programs from the early twentieth century United States.,professor,F,913
914,"He is a Research Fellow at the School of Architecture & Design, RMIT University, Australia and holds a Bachelor of Architecture from the Indian Institute of Technology, India, a Master of Science from the Massachusetts Institute of Technology, USA and a PhD in architecture from Oxford Brookes University, UK.",architect,M,914
915,"He earned his Ph.D. in Political Science with a specialization in Comparative Political Behavior from Purdue University, a Master of Business Administration from Ashford University, a Master of Laws in Public Law from Université Laval (Canada), and a Bachelor of Laws in Civil Law from Université de Lyon (France).",professor,M,915
916,"She instructs with love and sincerity , creating a lesson that combines elements of ambience, meditation and focused breathing. This method allows participants to really enjoy the experience and leave with a peaceful mind and body.",yoga teacher,F,916
917,"Originally born in Athens, Greece Valiana's work includes editorial and fashion photoshoots for noumerus brands. Valiana has a Bachelor's Degree in Graphic Design (Intergraphics College 2011) and a Master's Degree Field Of Study Photography (Accademia di John Kaverdash 2013). She is also the founder of BlenderFactory while she works as a freelance photographer since 2014.",photographer,F,917
918,"Alongside his research and teaching at the University of Auckland, Jay has assisted agencies in the community services sector to build their own agency capacity to design, conduct and disseminate research.",professor,M,918
919,"She returned to teaching General Chemistry at USMA in July 2015. Dr. Mentis was introduced to Ultimate more than ten years ago while attending graduate school in Boulder, CO. Her experience has predominately been playing pickup games, but she has also participated in various leagues over the years from Boulder, CO to the seacoast of NH to West Point.",professor,F,919
920,"He received a B.S. from Missouri State University in mathematics and psychology in 2008, a MAS from The Ohio State University in statistics in 2010, and a Ph.D. from The Ohio State University in 2011. He then spent one year as a postdoctoral researcher at University of California, Irvine, and two years as a postdoctoral fellow at Stanford University. His research interests include dynamic models of cognition and perceptual decision making, efficient methods for performing likelihood-free and likelihood-informed Bayesian inference, and unifying behavioral and neural explanations of cognition. His current focus is on understanding how external factors such as the environment, and internal factors such as working memory interact to shape an observer’s perception of the world, and ultimately how this perception drives their decisions. Vita [@ 8/22/17]",professor,M,920
921,"She is a board certified gerontological nurse practitioner with a practice in rural Arkansas nursing homes. Dr. Harris is a John A. Hartford 2007-2009 BAGNC Scholar. Her research interests are massage, dementia, sleep, cardiology, and faith-based care in the nursing home. Dr. Harris is a founding member and President of the Arkansas Chapter of the National Gerontological Nursing Association.",professor,F,921
922,"Prior to joining the firm, Maria assisted disabled individuals in obtaining Social Security Disability benefits. This experience allowed her to gain valuable insights into the relationship between medical injuries and the law. In addition, Maria was able to hone her advocacy skills by leading and participating in numerous administrative hearings.",attorney,F,922
923,"He is completely devoted to photography of all kinds including nature, architecture, industry and products, people and portraiture. But Zakarian's main interest is in capturing nature and historical landmarks at night during astronomical events. Zakarian is one of the main members of The World at Night (TWAN) international photography project since the launch of the program in 2007. He feels that a strong emotional connection with nature helps a photographer produce greater impact in his photographs. His passion for imaging monuments of different cultures under the same starry sky has led him on many adventures. He particularly enjoys the deep blue light of twilight and the first and last light of the day in nature. He has a special eye",photographer,M,923
924,"He is also the Director of the Psychological Science Accelerator and cofounder of StudySwap. His work focuses on increasing the collaborative nature of psychology research, and creating tools that can make psychological science more diverse and representative.",professor,M,924
925,She is currently one of the Playboy All Naturals models and by the looks of her she truly is all natural. She’s 5-feet 6-inches tall and her measurements are 34C-26-36. Nikki loves to ride horses and she hopes to someday own her own ranch and be a professional barrel racer.,model,F,925
926,"Her research centers on exploring risk and resilience factors among by ethic and religious minority individuals within the United States. Dr. Shawahin has published and presented on issues related to Muslim mental health, health disparities, cultural competence, counseling considerations for diverse populations, anti Muslim prejudice, and social justice. She completed her doctoral training in Counseling Psychology at Purdue University. Dr. Shawahin completed her pre and post doctoral clinical training in American Psychological Association (APA) accredited training programs with an emphasis on rehabilitation psychology and health psychology.",professor,F,926
927,"Specialised in capturing the right ambiance and with an eye for detail, Alexander always delivers the highest quality images, on time and exceeding clients' expectations. He is very easy to work with and highly flexible in his approach.",photographer,M,927
928,Previously she has worked as a reporter for News Corp afternoon paper mX and Fairfax regional daily The Standard. Prior to that she was with Country Press. Follow her on Twitter @kellie_scott.,journalist,F,928
929,"He sees patients as part of the Pediatric Neurorehabilitation Program at St. Louis Children’s Hospital. Dr. Dosenbach uses multimodal MRI to study use-dependent neural plasticity following brain injury in children. His areas of clinical interest include Pediatric Neurorehabilitation, Pediatric Traumatic Brain Injury, and Pediatric Stroke.",professor,M,929
930,She received her PhD from Columbia University and holds a Certificate in Psychotherapy from New York University’s prestigious Postdoctoral Program in Psychoanalysis and Psychotherapy.,psychologist,F,930
931,"Dr. Ngoi Seng Chuan practices at Ngoi Dental Surgery in Boon Lay, Singapore. He completed BDS from National University of Singapore, Singapore in 1983. He is a member of Singapore Dental Council. Some of the services provided by the doctor are: Tooth Extraction,Teeth Whitening,Impaction / Impacted Tooth Extraction,Dental Sealant and Veneers / Laminates etc.",dentist,M,931
932,"He obtained a master’s degree in mathematics at Comenius University in Bratislava and a PhD in Economics at CERGE-EI in 2013. Martin stayed at IZA as a Resident Research Affiliate in 2009/2013 and became an IZA Research Fellow in December 2015. His research interests are labour economics, with a focus on work migration, income adequacy, the careers of university graduates, social welfare schemes, and subjective well-being.",professor,M,932
933,"He is also Director of the Master’s Program in Public Administration at the University of Illinois Springfield. His research areas include: Education, social justice, and human capital development.",professor,M,933
934,"The overarching theme of her research program involves the integration of sensory and cognitive functioning in both healthy individuals and those with serious mental illness. She has a burgeoning interest in investigating the neural underpinnings of resilience and overall health and wellness in these populations. Dr. Brenner approaches these issues using multiple-methods: electroencephalography (EEG), neuropsychological functioning, behavioral testing and self-report. A few current areas of interest include neural synchrony associated with short- and long-term memory formation, the effect of TMS on neural synchrony in those with depression, and the neural patterns associated with hallucinations and hallucination-like experiences in schizophrenia, those high on schizotypal traits, and regular cannabis users.",professor,F,934
935,"He earned his B.S. degree in Computer Science and Engineering at Bilkent University, Turkey in 2000. He received his M.S. and Ph.D. degrees in Computer Engineering at Bilkent University, Turkey in 2003 and 2012, respectively. He has also held occasional visiting appointments as a contracted intern at Yahoo! Research, Barcelona in the period of 2010 and 2012.",professor,M,935
936,"Ms. Watson practices medicine in Durham, NC and specializes in Pediatrics. Ms. Watson is affiliated with Duke Regional Hospital and Duke University Medical Center. Ms. Watson speaks English and Spanish.",physician,F,936
937,"He did his masters in 2011 and his bachelor in 2009 at ETH Zurich and is working now at the Chair of Information Architecutre, ETH Zurich. He started to use Blender two years ago when he did his first architectural projection at the ETH campus Hoenggerberg.",architect,M,937
938,"Since joining the group in 2000, she has advised clients on matter-specific electronic discovery strategies. Kelli handles all stages of electronic discovery from the legal hold process through post-production litigation support in a variety of matters including large-scale class actions, commercial and IP litigation, including patent infringement, government and regulatory investigations, and corporate acquisitions. She manages all aspects of data preservation, collection, processing and filtering and structures and supervises document review projects. She also serves as a liaison between and among clients, trial counsel, review attorney teams, vendors, and IT and other technical support personnel.",attorney,F,938
939,"He graduated with honors in 1985. Having more than 31 years of diverse experiences, especially in CLINICAL PSYCHOLOGIST, Bradley L Edgington affiliates with no hospital, and cooperates with other doctors and specialists without joining any medical groups. Call Bradley L Edgington on phone number (801) 224-2313 for more information and advises or to book an appointment.",psychologist,M,939
940,"Through her writing, video and multimedia, she offers a spoonful of sugar to help complex discussions of race and culture go down. Follow her at @SpeakPatrice.",journalist,F,940
941,"After her enrollment in Tokyo University of the Arts, she had joined variety of animation study and movie projects since 2007. In 2012, she produced music for TBS drama such as “ATARU” and “Kuro-no-Onnakyoshi.” Her ingenious composing sense and unconventional arranging skill is highly evaluated from all equators.",composer,F,941
942,"She graduated with honors in 1996. Having more than 20 years of diverse experiences, especially in NURSE PRACTITIONER, Elizabeth Louise Helms affiliates with many hospitals including St Vincent Randolph Hospital Inc, Wayne Hospital, Indiana University Health Ball Memorial Hospital, Reid Health, Jay County Hospital, and cooperates with other doctors and specialists in medical group St Vincent Medical Group Inc. Call Elizabeth Louise Helms on phone number (765) 964-6200 for more information and advises or to book an appointment.",nurse,F,942
943,"He performs the full spectrum of plastic surgery, including hand surgery (adult and pediatric), microsurgery, breast cancer reconstruction, as well as cosmetic surgeries including breast, tummy tucks, buttlifts, and facial plastic surgery.",professor,M,943
944,"She has won a number of prestigious awards for her writing such as the International Reading Association Award, several American Library Association Awards, and the Jefferson Cup for Historical Fiction.",professor,F,944
945,He earned his medical degree from Rush Medical College and completed general surgery residency at the University of Virginia Health Sciences Center. Dr. Gleason subsequently completed his cardiothoracic residency and fellowship at the Hospital of the University of Pennsylvania. He joined the faculty of the University of Pennsylvania School of Medicine in 2003.,professor,M,945
946,"He takes particular interest in skin cancer detection and treatment, acne, and eczema. John also offers cosmetic services including Dysport® injections and cosmetic fillers. His patient philosophy is to provide the very best patient care by listening to his patients closely, explaining clearly the treatment option or plan and being highly personable, yet professional. Prior to his career in dermatology, John spent over 20 years in the United States Navy as a hospital corpsman and physician assistant. Outside of work, John enjoys camping, fishing, bowling and spending time with his wife, three children and six grandchildren.",physician,M,946
947,"She graduated with honors in 2004. Having more than 12 years of diverse experiences, especially in NURSE PRACTITIONER, Amanda B Tenhulzen affiliates with many hospitals including St Peter's Hospital, Albany Memorial Hospital, and cooperates with other doctors and specialists in medical group St Peters Health Partners Medical Associates Pc. Call Amanda B Tenhulzen on phone number (518) 458-2000 for more information and advises or to book an appointment.",nurse,F,947
948,"He has provided medical support at protests against war, for immigrant justice, and against mountaintop removal, done transformative justice with perpetrators of sexual assault, and helped establish the first civilian health clinic in New Orleans after Hurricane Katrina. Scott has been a member of Chicago Action Medical since 2003.",nurse,M,948
949,He currently teaches at UC Merced and spends much of his time smoking meats and chasing his dogs around the house. (5:00 p.m. at Goldstein’s Mortuary & Delicatessen. Must be +21 and older to enter this venue.),poet,M,949
950,"He received his Ph.D. from the University of Maryland. Azi is researching firm interactions under conditions of information asymmetry and ambiguity. Specifically, he is studying how startups attract investments from VCs and Business Angels. His research on the role of business plans in securing VC investments was featured in the NY Times, International Herald Tribune, Haa'retz and other international news outlets.",professor,M,950
951,"Siefken provides pro bono legal services to homeless clients at the Harry Tompson Center two days a week and bimonthly to senior citizens at the St. Bernard Council on Aging. Siefken also works as a volunteer research attorney for the Independent Police Monitor preparing reports on NOPD policies and practices. She has dedicated many volunteer hours with Catholic Charities, assisting the staff attorneys at Project SAVE and providing disaster relief services to the Plaquemines parish community in the aftermath of the 2010 BP oil spill. She also enjoys volunteering with organizations such as WRBH Reading Radio, New Orleans Outreach, and Second Harvest Food Bank.",attorney,F,951
952,"He is professionally affiliated with Centura Health. He is in-network for several insurance carriers, including Humana HMO, Humana Bronze, and Humana Catastrophic. After attending the University of Pittsburgh School of Medicine, Dr. Campbell completed his residency training at the University of Pittsburgh Medical Center (UPMC).",physician,M,952
953,"Ms. Hoey practices medicine in Charlotte, NC and specializes in Psychiatry. Ms. Hoey is affiliated with Carolina Medical Center University, Carolinas Medical Center Mercy, Carolinas Healthcare Medical Center and Carolinas Medical Ctr-Pineville. Ms. Hoey speaks English and Spanish.",physician,F,953
954,"Professor Baker specializes in the history of U.S. anthropology and has published articles about Franz Boas. He is the author of From Savage to Negro: Anthropology and the Construction of Race,",professor,M,954
955,"Her duties include knowledge development to identify secondary transition evidence-based practices and predictors of post-school success. She also provides technical assistance to states on Indicator 13 and 14, product development and dissemination, training and information services related to data collection, analysis, and use of post-school outcome data. Additionally, Valerie is instructional faculty in the Special Education Program. Her instructor responsibilities include teaching graduate courses in early literacy for diverse learners, intermediate literacty for diverse learners, secondary transition, and research methods.",professor,F,955
